label,path,features
low,../../data/snsd/generated/noise_low/clnsp1076-low.wav,"[[-6.45375305e+02 -5.51077148e+02 -3.91756317e+02 ... -4.29080627e+02
  -4.34665497e+02 -4.61222565e+02]
 [ 4.17011719e+01  6.53688812e+01  1.08650986e+02 ... -5.93840790e+01
  -6.34137650e+01 -6.00788002e+01]
 [ 1.54511604e+01  1.63113937e+01  3.48286343e+00 ...  6.30366659e+00
   7.94625044e+00  7.31049824e+00]
 ...
 [ 1.17178881e+00 -2.31688118e+00  2.24360228e+00 ...  2.01884842e+00
   5.29986525e+00  2.92634654e+00]
 [ 1.40477157e+00  1.52381229e+00 -1.99958503e-01 ... -2.02678704e+00
  -3.02495897e-01 -3.71151519e+00]
 [ 3.34493184e+00  5.69656086e+00 -9.13739800e-01 ...  1.51662481e+00
  -6.62229061e-02 -5.01667309e+00]]"
low,../../data/snsd/generated/noise_low/clnsp1077-low.wav,"[[-5.1454761e+02 -4.7845776e+02 -4.3429178e+02 ... -3.7931290e+02
  -3.9056812e+02 -4.2177951e+02]
 [ 9.5695267e+01  1.1199138e+02  1.1499187e+02 ...  1.3033369e+02
   1.4036378e+02  1.2547064e+02]
 [ 1.4323644e+01  1.4417261e+01  1.6382284e+01 ... -2.5293554e+01
  -2.8442574e+01 -2.8907007e+01]
 ...
 [ 1.9266188e+00 -1.2831070e+00 -1.8160784e+00 ...  5.2350054e+00
   5.3957334e+00  6.2497158e+00]
 [ 3.5141928e+00 -8.2435966e-01 -4.2212195e+00 ...  5.1300592e+00
   4.7923093e+00  3.8278971e+00]
 [-3.4160004e+00 -3.2667437e+00 -2.6576512e-02 ... -8.2863343e-01
   1.7877512e+00 -1.8200345e+00]]"
low,../../data/snsd/generated/noise_low/clnsp1078-low.wav,"[[-5.91982605e+02 -5.21620911e+02 -4.99109314e+02 ... -3.54026825e+02
  -4.00037109e+02 -4.89182983e+02]
 [ 6.87834091e+01  1.11581757e+02  1.28282837e+02 ...  1.11855980e+02
   1.02933731e+02  9.58553009e+01]
 [ 1.76391010e+01  2.93968058e+00 -1.29285455e+00 ... -3.22297192e+00
  -1.44192944e+01 -1.87704811e+01]
 ...
 [-5.42619610e+00 -7.86781192e-01 -7.11511970e-01 ...  8.85134888e+00
   3.67601514e-01 -4.96189594e+00]
 [-1.01604748e+01 -6.44313622e+00 -2.88987732e+00 ...  5.35077333e+00
  -2.68093514e+00 -9.17233562e+00]
 [-5.27041626e+00  3.12872171e+00  4.56282949e+00 ...  1.87508202e+01
   1.15001545e+01  4.26883459e+00]]"
low,../../data/snsd/generated/noise_low/clnsp1079-low.wav,"[[-385.73685   -354.33453   -287.7794    ... -361.47095   -344.55423
  -340.66138  ]
 [ 115.58505    118.32971    122.41228   ...  112.271515   108.2858
   100.83008  ]
 [ -20.914974   -21.87883    -52.142334  ...  -20.078266   -20.187979
   -23.251835 ]
 ...
 [  -5.780478    -7.7538795   -5.0739617 ...   -3.3145156   -9.072761
    -9.36693  ]
 [  -7.4157333   -8.786184    -7.2984924 ...   -6.6960235   -8.100846
    -4.1083045]
 [  -6.046169    -2.7364917    5.402172  ...   -1.5987558   -3.9402251
    -2.5163867]]"
low,../../data/snsd/generated/noise_low/clnsp108-low.wav,"[[-5.5956317e+02 -5.5185132e+02 -5.7714282e+02 ... -4.9628308e+02
  -5.5672565e+02 -6.1233411e+02]
 [ 6.2972832e+01  6.9073792e+01  6.6960655e+01 ...  6.0101463e+01
   6.6012390e+01  5.1959911e+01]
 [-1.0515158e+01 -1.2145426e+01  7.1402979e+00 ...  1.8340656e+01
   2.3095257e+01  2.9036261e+01]
 ...
 [-1.2265421e+00  1.2257400e+00 -3.0110085e-01 ...  3.3099964e+00
   9.0027374e-01 -3.3342872e+00]
 [-8.7150884e-01  7.1967959e-02 -1.8977940e+00 ...  3.1861372e+00
   2.0941381e+00 -4.2557883e+00]
 [-3.5419762e+00  1.3127401e+00 -2.9053364e+00 ...  1.3390734e+00
   2.4854450e+00 -5.5752602e+00]]"
low,../../data/snsd/generated/noise_low/clnsp1080-low.wav,"[[-4.82823944e+02 -4.55192902e+02 -4.04010651e+02 ... -4.07584869e+02
  -4.09809723e+02 -4.22243134e+02]
 [ 1.06366058e+02  1.24968033e+02  1.74948044e+02 ...  9.86940765e+01
   1.12375916e+02  1.03833656e+02]
 [-2.18538837e+01 -2.91708260e+01 -4.54986238e+00 ... -4.62680206e+01
  -6.58157349e+01 -6.68335266e+01]
 ...
 [ 1.96637321e+00  2.54058027e+00 -1.66279912e+00 ...  4.97810364e+00
  -2.72898483e+00 -6.53185177e+00]
 [ 2.64691919e-01  1.24458480e+00  2.56821299e+00 ... -3.35121465e+00
  -8.53783226e+00 -9.19481277e+00]
 [-5.91387129e+00 -1.96380758e+00  5.93089819e-01 ... -2.79204226e+00
  -1.41531777e+00  2.05354142e+00]]"
low,../../data/snsd/generated/noise_low/clnsp1081-low.wav,"[[-6.5220093e+02 -6.3503333e+02 -6.1985748e+02 ... -3.1379080e+02
  -3.6843970e+02 -4.5248178e+02]
 [ 2.4459913e+01  4.2947647e+01  5.3793839e+01 ...  1.6128546e+02
   1.5355240e+02  1.0685988e+02]
 [ 1.8911402e+01  2.4564838e+01  1.9885223e+01 ... -6.3450588e+01
  -4.0909664e+01 -1.8212669e+01]
 ...
 [-5.4223776e+00 -4.1055756e+00 -1.0365680e+00 ... -8.0685349e+00
  -1.9526110e+00 -1.4515767e+00]
 [-4.0703382e+00 -5.1318665e+00 -1.2101698e-01 ... -7.6087070e-01
   2.1510677e+00  2.1021767e+00]
 [-1.5133948e+00 -3.3383365e+00  1.1935087e+00 ... -1.3614237e-01
   4.5550859e-01  5.9113991e-01]]"
low,../../data/snsd/generated/noise_low/clnsp1082-low.wav,"[[-265.54816    -175.55278    -155.54152    ... -363.74472
  -374.4226     -397.1868    ]
 [ 102.843765     60.48623      35.700417   ...  137.62119
   127.756424    124.06903   ]
 [ -17.164461    -39.245033    -56.983963   ...    8.280358
    11.877309      0.41208664]
 ...
 [  -0.6809976     2.5889544     6.9485993  ...    8.714115
    11.991544      5.8770995 ]
 [   0.5674144     2.197202      6.7568264  ...    9.955753
     9.002751      7.448762  ]
 [  -3.7585163   -12.545954    -13.40464    ...   11.393516
     7.3469667     4.0459943 ]]"
low,../../data/snsd/generated/noise_low/clnsp1083-low.wav,"[[-3.7308841e+02 -3.3538290e+02 -3.5809018e+02 ... -2.8100681e+02
  -2.9634506e+02 -3.4364648e+02]
 [-1.9905895e+01 -2.9094460e+01 -3.3340939e+01 ...  1.6682458e+02
   1.6646268e+02  1.7278804e+02]
 [-3.3212593e+01 -2.1012867e+01  2.0489082e+00 ... -1.0294059e+02
  -9.1328293e+01 -4.8836159e+01]
 ...
 [-6.1286874e+00 -3.4731581e+00  2.4506223e-01 ...  2.2782624e-02
  -1.2638199e+00 -4.5658866e-01]
 [ 3.2401032e+00  2.6100903e+00  5.2574120e+00 ...  3.3094079e+00
   2.9599373e+00  3.7394812e+00]
 [-1.0566156e+01 -5.7995377e+00  7.0938468e-03 ...  4.7960156e-01
  -2.9189043e+00 -4.1276493e+00]]"
low,../../data/snsd/generated/noise_low/clnsp1084-low.wav,"[[-5.2621051e+02 -4.8797604e+02 -3.8663556e+02 ... -4.7457932e+02
  -4.9340015e+02 -5.6091321e+02]
 [ 1.4980200e+02  1.6713852e+02  1.1690846e+02 ...  1.8330029e+01
   1.2621197e+01  3.0790636e+01]
 [ 3.0551079e+01  1.7907024e+01 -4.6228595e+00 ... -2.8208412e+01
  -1.7473633e+01 -1.7992165e+01]
 ...
 [-4.2000957e+00 -3.6663747e+00 -7.4157429e-01 ... -4.6310762e-01
   6.8860974e+00  3.2081137e+00]
 [-2.8841441e+00 -4.4072161e+00 -2.4352250e+00 ...  3.4347010e-01
   3.3681047e+00  8.5942864e-01]
 [ 1.7073286e+00 -3.5081468e+00 -8.9955292e+00 ... -2.7775671e+00
  -6.7519748e-01  1.2744380e+00]]"
low,../../data/snsd/generated/noise_low/clnsp1085-low.wav,"[[-3.0985138e+02 -2.6077206e+02 -2.9639526e+02 ... -2.6090485e+02
  -2.8415012e+02 -3.5559802e+02]
 [ 8.9853661e+01  9.9701004e+01  1.0873639e+02 ...  3.1010929e+01
   8.9715439e+01  1.3217975e+02]
 [ 1.1409086e+01  1.6621098e+01  3.0025772e+01 ...  5.3918449e+01
   6.3843422e+01  5.5428558e+01]
 ...
 [ 1.1875849e+00 -4.3618588e+00 -7.2092919e+00 ... -2.1428503e-01
   1.6239604e+00 -7.8048134e-01]
 [-4.0704155e+00 -2.2353420e+00  2.1199565e+00 ... -6.9915314e+00
  -3.5933115e+00 -2.5306079e+00]
 [-7.6802653e-01 -6.8018103e+00 -9.4612179e+00 ... -2.8480327e-01
  -1.5534493e+00 -2.8596845e+00]]"
low,../../data/snsd/generated/noise_low/clnsp1086-low.wav,"[[-4.26153534e+02 -2.82356445e+02 -2.28017166e+02 ... -3.89927612e+02
  -3.75584778e+02 -3.84833618e+02]
 [ 5.35440941e+01  8.02182999e+01  1.16226456e+02 ...  1.34898102e+02
   1.27146240e+02  1.11795258e+02]
 [-4.74061966e+01 -3.10544548e+01 -1.20686054e+01 ... -3.43229752e+01
  -6.20900383e+01 -7.07600555e+01]
 ...
 [ 3.89737546e-01  3.24888563e+00  1.53102493e+00 ...  4.88061380e+00
   4.32767677e+00  2.19638634e+00]
 [ 3.21146548e-01 -2.72372770e+00 -4.20270300e+00 ...  1.11599088e-01
   4.93339252e+00  2.39571905e+00]
 [-4.13512897e+00 -3.44788361e+00 -3.86354971e+00 ... -2.57781696e+00
   1.78675115e+00 -4.77825403e+00]]"
low,../../data/snsd/generated/noise_low/clnsp1087-low.wav,"[[-3.5541644e+02 -2.3584247e+02 -1.8719879e+02 ... -3.7821011e+02
  -3.7848184e+02 -3.8836014e+02]
 [ 1.2073180e+02  1.0850589e+02  7.0581482e+01 ...  1.0511937e+02
   1.0556262e+02  1.0169080e+02]
 [-9.5737934e+00 -1.5061479e+01 -2.1682175e+01 ... -3.8322263e+00
  -1.1709431e+00 -1.9211712e+00]
 ...
 [ 3.5051966e+00  2.2340155e+00 -4.8762817e+00 ... -3.6098847e+00
  -3.7494917e+00 -3.6782324e-01]
 [ 4.3679991e+00 -5.6648755e+00 -1.7562939e+01 ...  3.4617658e+00
   4.5027342e+00  9.2597699e-01]
 [ 6.2199812e+00 -2.7171192e+00 -1.1960648e+00 ...  1.0421581e+01
   7.6867943e+00  1.5279977e+00]]"
low,../../data/snsd/generated/noise_low/clnsp1088-low.wav,"[[-6.30640564e+02 -6.04127930e+02 -4.94966705e+02 ... -3.26509888e+02
  -3.36745148e+02 -3.83333618e+02]
 [ 4.54051361e+01  5.33067856e+01  3.11046791e+01 ...  2.26764641e+01
   2.68451042e+01  3.08558197e+01]
 [ 2.18421135e+01  2.89549332e+01 -2.66956234e+00 ... -1.08399696e+01
  -1.39796610e+01 -1.74809532e+01]
 ...
 [ 9.83233213e-01 -3.94421673e+00  3.74113083e-01 ... -2.92338419e+00
  -1.22214448e+00 -6.25255108e-02]
 [ 4.57178879e+00  4.85110044e+00  6.91487885e+00 ...  1.24942005e-01
   2.36609077e+00  5.58193731e+00]
 [ 5.33020258e+00 -2.95273066e+00 -3.86910439e+00 ...  6.09615803e+00
   3.38218951e+00  2.09897280e+00]]"
low,../../data/snsd/generated/noise_low/clnsp1089-low.wav,"[[-3.5831091e+02 -3.3071912e+02 -3.3340121e+02 ... -3.2627664e+02
  -3.3199652e+02 -3.4645093e+02]
 [ 9.2278915e+01  8.5867310e+01  8.4282043e+01 ...  8.7339798e+01
   9.0571907e+01  8.5652969e+01]
 [-1.4831920e+01 -1.9886829e+01 -1.9286394e+01 ... -1.5976122e+01
  -1.8823854e+01 -1.7203136e+01]
 ...
 [-8.5673075e+00 -6.1016636e+00 -5.7773008e+00 ... -5.9023583e-01
   2.9283121e+00  2.0366602e+00]
 [-6.2685078e-01  1.9268483e-01  1.8825710e-01 ... -3.1467545e+00
  -1.7491840e+00  1.6877214e+00]
 [-6.2159300e-02  3.5760355e-01  2.8667111e+00 ... -3.9371548e+00
  -6.7997427e+00 -6.2614670e+00]]"
low,../../data/snsd/generated/noise_low/clnsp109-low.wav,"[[-4.76106171e+02 -4.39933044e+02 -3.88600586e+02 ... -3.50884827e+02
  -3.37956024e+02 -3.58818359e+02]
 [ 1.21474106e+02  8.53817215e+01  4.87374649e+01 ... -2.55325699e+01
  -2.77884331e+01 -1.99982853e+01]
 [ 2.40258670e+00 -1.04425201e+01 -3.03368956e-01 ... -3.60358582e+01
  -5.17391205e+01 -5.36411362e+01]
 ...
 [-6.21846914e-01 -2.73772979e+00 -6.48017406e+00 ...  1.31075871e+00
  -2.83690333e+00 -3.25438523e+00]
 [ 3.54653573e+00 -3.80601740e+00 -1.27783794e+01 ...  1.84315681e-01
  -3.79039240e+00 -3.03433657e+00]
 [ 2.80870247e+00 -5.33078790e-01 -6.85982418e+00 ... -3.98699856e+00
  -7.39015675e+00 -3.53622484e+00]]"
low,../../data/snsd/generated/noise_low/clnsp1090-low.wav,"[[-495.4167     -448.82263    -372.23163    ... -390.94485
  -425.6582     -459.32822   ]
 [  82.78046     105.14227     126.79875    ...   79.4256
    85.07242     105.75867   ]
 [ -48.769737    -44.54197      -7.0706177  ...   -0.6691147
     0.81227475  -15.334435  ]
 ...
 [  -2.0832045    -0.7170738    -4.9025993  ...   -4.9992113
    -6.3810415    -1.9969379 ]
 [  -1.8443561    -0.989831      2.1442754  ...   -8.6896515
    -4.0961647     8.7578745 ]
 [  -1.765595     -2.2344146    -2.0286481  ...    3.8953578
     7.085431      8.304785  ]]"
low,../../data/snsd/generated/noise_low/clnsp1091-low.wav,"[[-3.86111023e+02 -3.55496735e+02 -3.22423248e+02 ... -3.57083252e+02
  -3.59413208e+02 -3.55116821e+02]
 [ 1.11432663e+02  1.11228729e+02  7.64141235e+01 ...  1.06148300e+02
   1.02298004e+02  1.08292313e+02]
 [-1.26752987e+01 -9.21220112e+00  2.03824787e+01 ... -2.00001030e+01
  -2.15173798e+01 -1.52965889e+01]
 ...
 [-7.55388141e-01 -3.24288893e+00 -5.45254421e+00 ... -1.56239080e+00
   1.31088042e+00  1.14089465e+00]
 [-6.45915508e+00 -5.41381741e+00  3.34389031e-01 ... -1.85828733e+00
  -1.92590845e+00 -1.37135458e+00]
 [ 2.25461006e+00 -3.19683433e-01 -4.80440998e+00 ... -8.74476719e+00
  -1.67740965e+00 -3.61669827e+00]]"
low,../../data/snsd/generated/noise_low/clnsp1092-low.wav,"[[-4.7690320e+02 -4.0610855e+02 -2.5710910e+02 ... -3.9528857e+02
  -4.3923337e+02 -4.5525220e+02]
 [ 1.2628212e+02  9.3406570e+01  7.4139191e+01 ...  7.4497849e+01
   1.0942398e+02  1.2991449e+02]
 [-2.5774078e+00 -3.6407466e+00 -4.2414505e+01 ...  1.5318464e+01
  -6.2889519e+00 -6.5033712e+00]
 ...
 [ 6.6843100e+00  3.3349445e+00 -6.1910362e+00 ... -3.0500607e+00
   3.2038665e-01 -4.6522827e+00]
 [ 5.6490602e+00  7.1092215e+00  2.5154698e+00 ... -7.0297849e-01
   2.3213243e+00 -1.0464443e+00]
 [ 1.3268859e+00  3.2003253e+00  4.2687464e+00 ... -1.1713314e-01
   1.2150918e+00 -2.8954537e+00]]"
low,../../data/snsd/generated/noise_low/clnsp1093-low.wav,"[[-6.0542261e+02 -5.7635345e+02 -2.9344757e+02 ... -3.7401968e+02
  -3.9167551e+02 -4.2415857e+02]
 [ 5.4381435e+01  4.5325050e+01  1.2184779e+02 ... -4.5194069e+01
  -4.0018120e+01 -1.5945592e+01]
 [ 3.3859978e+01  3.2429153e+01 -7.7485947e+01 ...  4.6677391e+01
   3.9707722e+01  2.9622791e+01]
 ...
 [-2.3073916e+00 -4.2083306e+00  3.1986508e+00 ... -2.9171171e+00
   2.0854990e+00  4.0024643e+00]
 [ 2.7854985e-01  4.4870768e+00  7.0871010e+00 ...  2.1088891e+00
   3.0755424e+00  2.6094680e+00]
 [ 3.4791708e+00  3.4980769e+00  1.5474025e+00 ...  3.6909556e+00
   1.8235352e+00  4.4617777e+00]]"
low,../../data/snsd/generated/noise_low/clnsp1094-low.wav,"[[-4.3491910e+02 -2.3548442e+02 -1.4597723e+02 ... -3.2384497e+02
  -3.9970953e+02 -4.7598343e+02]
 [ 1.2119868e+01  2.0092007e+01  5.7052555e+01 ...  1.6155481e+02
   1.1015650e+02  9.8393600e+01]
 [ 2.7777172e+01  1.9165419e+01 -7.4534531e+00 ... -2.4822079e+01
  -2.8114090e+01 -2.7609379e+01]
 ...
 [-9.0457201e-01 -4.9020061e-01  4.3765087e+00 ...  4.9801102e+00
   3.8583764e-01 -3.4524879e+00]
 [ 5.0931325e+00  1.1577327e+00  3.8967509e+00 ... -3.1677823e+00
  -8.9946312e-01 -1.3004136e-01]
 [ 1.9074125e+00  3.0781491e+00 -2.7506042e+00 ... -7.0150185e-01
  -2.4591534e+00 -4.9674420e+00]]"
low,../../data/snsd/generated/noise_low/clnsp1095-low.wav,"[[-335.87564   -275.66965   -232.45578   ... -386.3693    -430.03952
  -473.02197  ]
 [ 102.08377     72.554565    33.444107  ...   88.74838     79.79975
    75.99281  ]
 [ -28.564224   -45.131966   -87.65393   ...  -91.7505     -88.36037
   -81.54603  ]
 ...
 [  -4.367579    -7.0709543  -16.515839  ...    8.980892    10.842174
     3.0005698]
 [  14.233196    16.485289     4.6766176 ...    8.104969     5.967667
    -2.4720101]
 [   2.3402166    8.891523    13.489176  ...   -2.0338175   -2.2331657
    -7.830571 ]]"
low,../../data/snsd/generated/noise_low/clnsp1096-low.wav,"[[-5.1195416e+02 -4.8624475e+02 -4.8710782e+02 ... -3.6311258e+02
  -3.6506329e+02 -3.8209277e+02]
 [ 3.3049110e+01  4.8695908e+01  5.5745995e+01 ...  2.5067646e+01
   2.7277954e+01  3.0469545e+01]
 [-4.6219658e+01 -4.4163239e+01 -3.7111687e+01 ... -1.3630325e+01
  -1.1151133e+01 -6.0736752e+00]
 ...
 [-7.4647212e-01 -2.0369685e-01  1.7320323e+00 ... -5.7440672e+00
  -5.7340927e+00 -5.7013555e+00]
 [-4.7335429e+00 -6.2114978e+00 -3.1434119e-01 ...  2.8507638e+00
   2.9659357e+00  1.8979276e+00]
 [-1.7647619e+00 -3.0115952e+00 -4.1664201e-01 ... -4.9665570e+00
  -1.5732255e+00 -2.4033661e+00]]"
low,../../data/snsd/generated/noise_low/clnsp1097-low.wav,"[[-3.35364624e+02 -3.32477936e+02 -3.41374176e+02 ... -3.03134033e+02
  -3.42072968e+02 -3.74309296e+02]
 [ 1.57991013e+02  1.61123474e+02  1.55760284e+02 ...  6.17769737e+01
   1.04696159e+02  1.01915344e+02]
 [ 6.57938080e+01  4.38901672e+01 -1.39973485e+00 ...  4.86150513e+01
   2.05191097e+01  2.01814461e+01]
 ...
 [-2.89701796e+00 -5.58702087e+00 -2.44980049e+00 ... -8.23848152e+00
   2.10212007e-01 -2.35323715e+00]
 [-9.14597130e+00 -1.12939339e+01 -6.60595655e+00 ... -2.42410254e+00
  -4.71987057e+00 -4.68989325e+00]
 [-8.10074806e-02 -4.70449114e+00 -8.19752407e+00 ...  4.30220795e+00
  -5.04951096e+00 -5.51475573e+00]]"
low,../../data/snsd/generated/noise_low/clnsp1098-low.wav,"[[-5.15218628e+02 -3.96025543e+02 -3.01566193e+02 ... -2.45700348e+02
  -3.02773987e+02 -4.22701385e+02]
 [ 1.65415619e+02  1.46054047e+02  1.43481140e+02 ...  1.33642639e+02
   1.31791168e+02  1.23953217e+02]
 [ 2.68079224e+01 -1.67454796e+01 -4.50281906e+01 ... -1.40619751e+02
  -1.08289856e+02 -5.09122086e+01]
 ...
 [ 2.42804193e+00 -6.06092739e+00 -7.14741659e+00 ... -3.18448615e+00
  -1.50072253e+00 -6.25656509e+00]
 [ 4.90043068e+00  3.97341132e-01 -6.08999586e+00 ... -4.75222254e+00
  -4.95313263e+00 -1.24583936e+00]
 [-3.73382616e+00 -4.07583332e+00 -7.04742479e+00 ... -1.77558136e+00
  -5.79668999e+00 -2.45979595e+00]]"
low,../../data/snsd/generated/noise_low/clnsp1099-low.wav,"[[-5.3696643e+02 -5.4663446e+02 -4.4929697e+02 ... -4.1619818e+02
  -4.3880740e+02 -4.5179034e+02]
 [ 1.1619678e+02  1.0935822e+02  1.0259303e+02 ...  1.3096893e+02
   1.1613741e+02  1.1875367e+02]
 [ 4.1097332e+01  4.1128204e+01  2.0908382e+01 ...  3.6654243e+00
  -8.9940357e+00 -8.4141140e+00]
 ...
 [-1.3696806e+00  5.8253139e-01 -5.0578070e+00 ...  2.1198840e+00
   4.6262848e-01  5.5601182e+00]
 [ 3.7547846e+00  4.0967884e+00 -1.1118120e-01 ... -3.7928313e-01
  -9.4891536e-01 -2.3022056e-01]
 [ 5.2922425e+00  5.7209239e+00  5.8624423e-01 ... -2.8858986e+00
   5.8212042e-01 -1.7587895e+00]]"
low,../../data/snsd/generated/noise_low/clnsp11-low.wav,"[[-614.0141     -443.8312     -233.21442    ... -443.60135
  -475.4677     -512.5643    ]
 [  98.89118      77.74046      62.39543    ...  134.34091
   125.61525      99.98932   ]
 [  17.531593    -61.65461    -105.01163    ...  -60.510597
   -42.00354     -29.030878  ]
 ...
 [   5.145173      6.337228      1.473733   ...   20.744347
    12.267482      8.995001  ]
 [  -1.1393707     7.6994305     8.500395   ...    9.289987
    -2.530395      2.8202958 ]
 [  -1.5969012    -0.74835324    3.9571342  ...    6.176154
     0.6600186    -1.936909  ]]"
low,../../data/snsd/generated/noise_low/clnsp110-low.wav,"[[-637.71796   -603.0906    -559.8667    ... -318.7467    -385.949
  -454.40268  ]
 [  86.031746   100.805305    56.151398  ...   95.443344    80.18122
    80.81758  ]
 [  28.057085    25.514645     7.6025167 ...  -25.083733   -42.622227
   -43.58162  ]
 ...
 [   3.791645     4.663685     1.2371778 ...   -3.8084326    1.6373738
     7.175604 ]
 [   1.2749953    2.6959975    2.6363626 ...   -1.870012    -1.670794
     3.5457904]
 [  -2.1337504    1.2903968    1.597558  ...    7.116593     5.7618046
     5.32181  ]]"
low,../../data/snsd/generated/noise_low/clnsp111-low.wav,"[[-6.34609741e+02 -5.10262024e+02 -3.26428009e+02 ... -2.27851303e+02
  -2.43410156e+02 -2.98920288e+02]
 [ 4.09484253e+01  4.24670944e+01  6.89366913e+01 ...  1.05294678e+02
   9.83966293e+01  1.18447052e+02]
 [ 3.36913452e+01 -2.28092170e+00 -3.99281454e+00 ... -2.05409966e+01
  -2.35926056e+01 -1.11495743e+01]
 ...
 [-2.28377008e+00  1.22174978e+00  1.67066312e+00 ...  6.36387396e+00
   1.24493685e+01  1.35686378e+01]
 [-1.87854874e+00 -1.40950191e+00 -2.79551101e+00 ...  3.59424770e-01
   4.34939194e+00  6.41247845e+00]
 [-9.50752079e-01 -1.12598312e+00  3.87367058e+00 ...  9.93660688e-01
   2.39956236e+00  9.04131889e-01]]"
low,../../data/snsd/generated/noise_low/clnsp112-low.wav,"[[-5.96001953e+02 -5.42154297e+02 -5.03466919e+02 ... -3.83021484e+02
  -3.86409515e+02 -3.85215057e+02]
 [ 5.57190247e+01  8.82104797e+01  1.05578522e+02 ...  1.17316681e+02
   1.20861145e+02  1.21915710e+02]
 [ 1.74729576e+01  1.71559525e+00 -1.16162281e+01 ... -7.22288513e+01
  -6.59008942e+01 -5.80378952e+01]
 ...
 [-1.21981502e-02  4.48956490e+00  8.90121269e+00 ... -7.83309841e+00
  -8.79788589e+00 -7.60920906e+00]
 [-3.36966276e-01  1.70009756e+00  6.17091608e+00 ...  9.66852069e-01
  -2.41310215e+00  2.49730992e+00]
 [ 1.76011264e+00  5.29040480e+00  5.54167891e+00 ...  3.44189119e+00
   6.84321547e+00  5.83310032e+00]]"
low,../../data/snsd/generated/noise_low/clnsp113-low.wav,"[[-3.0173474e+02 -2.7244409e+02 -2.8009363e+02 ... -3.5734186e+02
  -4.1915384e+02 -4.7298642e+02]
 [ 8.3598236e+01  1.8451248e+01 -3.3927097e+01 ...  7.4307388e+01
   8.6549988e+01  7.1894203e+01]
 [-1.1030076e+01  1.2997398e+01 -2.3458493e+00 ... -2.2378723e+01
  -4.4456738e+01 -4.0209873e+01]
 ...
 [-3.1368995e+00 -5.7171397e+00 -3.7444506e+00 ... -5.5883594e-02
  -1.1570349e+00  2.4127812e+00]
 [-2.7278948e+00 -1.3361738e+00  3.1221473e-01 ... -2.1911139e+00
  -2.1521287e+00 -1.0857224e+00]
 [-2.7888310e-01 -2.3058848e+00 -3.9427066e+00 ...  1.8220402e+00
   7.4256783e+00  6.0408936e+00]]"
low,../../data/snsd/generated/noise_low/clnsp114-low.wav,"[[-444.00876    -418.7395     -416.05106    ... -321.85028
  -326.064      -348.95422   ]
 [  94.49207      85.90683      87.328094   ...   55.89737
    65.28586      92.91217   ]
 [   5.7706738    -2.7725334    -4.8968067  ...   25.71141
    21.894012     17.031132  ]
 ...
 [   1.2050111     1.1651459    -3.8304446  ...   -8.0684805
    -9.439696     -3.7600455 ]
 [   1.6274507    -0.80624014   -4.8323364  ...   -3.3686879
   -10.281154     -6.7892184 ]
 [   0.9379704    -0.5907914     1.4597727  ...   -4.943793
    -6.9411097    -3.9403756 ]]"
low,../../data/snsd/generated/noise_low/clnsp115-low.wav,"[[-4.12704163e+02 -3.79265167e+02 -3.70286835e+02 ... -4.54872589e+02
  -4.36314911e+02 -4.48005219e+02]
 [ 4.89442940e+01  4.26681595e+01  2.61209774e+01 ...  1.01809723e+02
   9.64878464e+01  1.23250404e+02]
 [ 9.70261192e+00  2.77242966e+01  3.42565308e+01 ... -6.66167068e+00
  -1.30029831e+01 -2.82023392e+01]
 ...
 [ 5.10382080e+00  1.56762838e+00 -3.43919468e+00 ... -1.80740678e+00
  -4.70644522e+00 -3.91845703e-02]
 [-3.04370582e-01 -5.79570675e+00 -2.83761454e+00 ...  3.12719393e+00
  -2.42910385e-01 -1.11288428e+00]
 [ 3.86088514e+00  5.49624920e-01 -2.87769508e+00 ... -1.81449938e+00
  -5.00650835e+00 -7.53532791e+00]]"
low,../../data/snsd/generated/noise_low/clnsp116-low.wav,"[[-6.4925079e+02 -5.1734503e+02 -4.3573572e+02 ... -3.8997354e+02
  -3.8151422e+02 -3.5871866e+02]
 [ 6.9956963e+01  4.7697014e+01  5.3859352e+01 ... -3.0486212e+01
  -6.2764716e+00  3.5831268e+01]
 [ 2.1327229e+01  2.2278072e+01  5.1040740e+00 ...  1.1871367e+01
   5.4148507e+00  6.1689787e+00]
 ...
 [ 4.1068349e+00  9.3955815e-01  1.0960921e+00 ... -2.0614667e+00
  -3.1421428e+00 -1.4732120e+00]
 [ 3.2704363e+00  1.3827033e+00  7.1600132e+00 ...  2.6467552e+00
  -6.0078406e-01 -1.6510351e+00]
 [ 2.1150078e-01 -6.6787133e+00  3.4190371e+00 ...  8.1464558e+00
   5.8325243e+00  2.3664560e+00]]"
low,../../data/snsd/generated/noise_low/clnsp117-low.wav,"[[-327.1158    -257.186     -278.93906   ... -430.43515   -482.52643
  -560.7875   ]
 [ 139.64742    132.71338    129.00061   ...  -15.598833    22.634647
    50.19645  ]
 [ -56.34753    -76.482635   -78.063385  ...   12.454618     1.3635632
    13.507529 ]
 ...
 [  -6.669488    -8.027885    -8.66411   ...    6.8159447    6.1627254
     4.0042267]
 [  -3.118423    -2.5986485   -6.9159975 ...    6.249901     2.7314923
    -1.1452365]
 [   3.672428    -1.669811    -6.0626593 ...    6.4655275    0.7758218
    -4.606334 ]]"
